Fiscal Year,TIF Number,TIF Name,Period,Amount
2013,T-152,Little Village Industrial Corridor,Ending Balance,1419549
2013,T-126,Madden/Wells,Beginning Balance,2018652
2013,T-126,Madden/Wells,Ending Balance,2813468
2013,T-075,Madison/Austin Corridor,Beginning Balance,13498143
2013,T-075,Madison/Austin Corridor,Ending Balance,14054665
2013,T-029,Michigan/Cermak,Beginning Balance,6001362
2013,T-029,Michigan/Cermak,Ending Balance,1796952
2013,T-089,Midway Industrial Corridor,Beginning Balance,4473511
2013,T-089,Midway Industrial Corridor,Ending Balance,4672621
2013,T-095,Midwest,Beginning Balance,45104451
2013,T-095,Midwest,Ending Balance,49077482
2013,T-102,Montclare,Beginning Balance,708721
2013,T-102,Montclare,Ending Balance,713837
2013,T-173,Montrose/Clarendon,Beginning Balance,0
2013,T-173,Montrose/Clarendon,Ending Balance,0
2013,T-030,Near North,Beginning Balance,53852139
2013,T-030,Near North,Ending Balance,57716977
2013,T-031,Near South,Beginning Balance,196806447
2013,T-031,Near South,Ending Balance,125431493
2013,T-032,Near West,Beginning Balance,34703487
2013,T-032,Near West,Ending Balance,20738245
2013,T-033,North Branch (North),Beginning Balance,35610031
2013,T-033,North Branch (North),Ending Balance,32892846
2013,T-034,North Branch (South),Beginning Balance,25455128
2013,T-034,North Branch (South),Ending Balance,25539986
2013,T-166,North Pullman,Beginning Balance,113025
2013,T-166,North Pullman,Ending Balance,99798
2013,T-035,North-Cicero,Beginning Balance,2641431
2013,T-035,North-Cicero,Ending Balance,895737
2013,T-064,Northwest Industrial Corridor,Beginning Balance,21030788
2013,T-064,Northwest Industrial Corridor,Ending Balance,18326511
2013,T-161,Ogden/Pulaski,Beginning Balance,5774821
2013,T-161,Ogden/Pulaski,Ending Balance,4728314
2013,T-100,Ohio/Wabash,Beginning Balance,1247643
2013,T-100,Ohio/Wabash,Ending Balance,1473683
2013,T-154,Pershing/King,Beginning Balance,216448
2013,T-154,Pershing/King,Ending Balance,199573
2013,T-090,Peterson/Cicero,Beginning Balance,1558284
2013,T-090,Peterson/Cicero,Ending Balance,1976214
2013,T-091,Peterson/Pulaski,Beginning Balance,6088233
2013,T-091,Peterson/Pulaski,Ending Balance,6341998
2013,T-053,Pilsen Industrial Corridor,Beginning Balance,44989857
2013,T-053,Pilsen Industrial Corridor,Ending Balance,44560073
2013,T-058,Portage Park,Beginning Balance,14346748
2013,T-058,Portage Park,Ending Balance,14758868
2013,T-135,Pratt/Ridge Industrial Park Conservation Area,Beginning Balance,673375
2013,T-135,Pratt/Ridge Industrial Park Conservation Area,Ending Balance,670180
2013,T-069,Pulaski Corridor,Beginning Balance,13372841
2013,T-069,Pulaski Corridor,Ending Balance,13214112
2013,T-172,Randolph/Wells,Beginning Balance,48156
2013,T-172,Randolph/Wells,Ending Balance,446399
2013,T-139,Ravenswood Corridor,Beginning Balance,4033474
2013,T-139,Ravenswood Corridor,Ending Balance,4493639
2013,T-036,Read-Dunning,Beginning Balance,10900280
2013,T-036,Read-Dunning,Ending Balance,10969320
2013,T-037,River South,Beginning Balance,54406262
2013,T-037,River South,Ending Balance,50371935
2013,T-104,River West,Beginning Balance,44554332
2013,T-104,River West,Ending Balance,50523063
2013,T-039,Roosevelt/Canal,Beginning Balance,1896679
2013,T-039,Roosevelt/Canal,Ending Balance,2031524
2013,T-038,Roosevelt/Cicero,Beginning Balance,12922623
2013,T-038,Roosevelt/Cicero,Ending Balance,12676785
2013,T-062,Roosevelt/Racine,Beginning Balance,4503164
2013,T-062,Roosevelt/Racine,Ending Balance,5290005
2013,T-068,Roosevelt/Union,Beginning Balance,5615768
2013,T-068,Roosevelt/Union,Ending Balance,9245271
2013,T-040,Roosevelt-Homan,Beginning Balance,8195531
2013,T-040,Roosevelt-Homan,Ending Balance,9071872
2013,T-113,Roseland/Michigan,Beginning Balance,3421920
2013,T-113,Roseland/Michigan,Ending Balance,2247917
2013,T-042,Sanitary Drainage and Ship Canal,Beginning Balance,1165158
2013,T-042,Sanitary Drainage and Ship Canal,Ending Balance,468896
2013,T-093,South Chicago,Beginning Balance,6715738
2013,T-093,South Chicago,Ending Balance,7805169
2013,T-078,South Works Industrial,Beginning Balance,964081
2013,T-078,South Works Industrial,Ending Balance,1041670
2013,T-149,Stevenson/Brighton,Beginning Balance,2921418
2013,T-149,Stevenson/Brighton,Ending Balance,2948252
2013,T-043,Stockyards Annex,Beginning Balance,8288141
2013,T-043,Stockyards Annex,Ending Balance,8362498
2013,T-044,Stockyards Industrial Commercial,Beginning Balance,7194487
2013,T-044,Stockyards Industrial Commercial,Ending Balance,4847917
2013,T-045,Stockyards Southeast Quadrant Industrial,Beginning Balance,10352405
2013,T-045,Stockyards Southeast Quadrant Industrial,Ending Balance,10686439
2013,T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Beginning Balance,7011800
2013,T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Ending Balance,6077848
2013,T-146,Touhy/Western,Beginning Balance,9595420
2013,T-146,Touhy/Western,Ending Balance,9526297
2013,T-158,Weed/Freemont,Beginning Balance,562137
2013,T-158,Weed/Freemont,Ending Balance,694661
2013,T-083,West Irving Park,Beginning Balance,5923231
2013,T-083,West Irving Park,Ending Balance,5145482
2013,T-050,West Pullman Industrial Park Conservation Area,Beginning Balance,27917
2013,T-050,West Pullman Industrial Park Conservation Area,Ending Balance,123223
2013,T-171,West Woodlawn,Beginning Balance,102530
2013,T-171,West Woodlawn,Ending Balance,940713
2013,T-084,Western Avenue North,Beginning Balance,20218003
2013,T-084,Western Avenue North,Ending Balance,24045757
2013,T-085,Western Avenue South,Beginning Balance,22848255
2013,T-085,Western Avenue South,Ending Balance,26335940
2013,T-142,Western Avenue/Rock Island,Beginning Balance,8108370
2013,T-142,Western Avenue/Rock Island,Ending Balance,5741477
2013,T-048,Western/Ogden,Beginning Balance,28877994
2013,T-048,Western/Ogden,Ending Balance,31645766
2013,T-110,Wilson Yard,Beginning Balance,15977683
2013,T-110,Wilson Yard,Ending Balance,16050179
2013,T-065,Woodlawn,Beginning Balance,12505730
2013,T-065,Woodlawn,Ending Balance,10752268
2012,T-111,105th/Vincennes,Beginning Balance,1489234
2012,T-111,105th/Vincennes,Ending Balance,181644
2012,T-073,111th Street/Kedzie Avenue Business District,Beginning Balance,2666952
2012,T-073,111th Street/Kedzie Avenue Business District,Ending Balance,3012177
2012,T-114,119th and Halsted,Beginning Balance,3674791
2012,T-114,119th and Halsted,Ending Balance,3463124
2012,T-125,119th/I-57,Beginning Balance,5518764
2012,T-125,119th/I-57,Ending Balance,6773745
2012,T-010,126th and Torrence,Beginning Balance,1277733
2012,T-010,126th and Torrence,Ending Balance,1357049
2012,T-159,134th and Avenue K,Beginning Balance,22188
2012,T-159,134th and Avenue K,Ending Balance,22188
2012,T-072,24th/Michigan,Beginning Balance,4312727
2012,T-072,24th/Michigan,Ending Balance,5217029
2012,T-141,26th and King Drive,Beginning Balance,271012
2012,T-141,26th and King Drive,Ending Balance,1065721
2012,T-079,35th and Wallace,Beginning Balance,3153280
2012,T-079,35th and Wallace,Ending Balance,3556109
2012,T-001,35th/Halsted,Beginning Balance,21477475
2012,T-001,35th/Halsted,Ending Balance,23779182
2012,T-131,35th/State,Beginning Balance,4841426
2012,T-131,35th/State,Ending Balance,2182315
2012,T-132,40th/State,Beginning Balance,0
2012,T-132,40th/State,Ending Balance,0
2012,T-055,43rd/Cottage Grove,Beginning Balance,9144966
2012,T-055,43rd/Cottage Grove,Ending Balance,11088800
2012,T-120,45th/Western Industrial Park Conservation Area,Beginning Balance,312974
2012,T-120,45th/Western Industrial Park Conservation Area,Ending Balance,403598
2012,T-117,47th/Ashland,Beginning Balance,19733059
2012,T-117,47th/Ashland,Ending Balance,20299523
2012,T-121,47th/Halsted,Beginning Balance,13942869
2012,T-121,47th/Halsted,Ending Balance,14689274
2012,T-118,47th/King Drive,Beginning Balance,34091838
2012,T-118,47th/King Drive,Ending Balance,28608572
2012,T-136,47th/State,Beginning Balance,6290817
2012,T-136,47th/State,Ending Balance,6619932
2012,T-004,49th Street/St. Lawrence Avenue,Beginning Balance,2350484
2012,T-004,49th Street/St. Lawrence Avenue,Ending Balance,2351632
2012,T-097,51st/Archer,Beginning Balance,12876704
2012,T-097,51st/Archer,Ending Balance,13110997
2012,T-105,53rd Street,Beginning Balance,2376845
2012,T-105,53rd Street,Ending Balance,2584854
2012,T-005,60th and Western,Beginning Balance,3607525
2012,T-005,60th and Western,Ending Balance,3530204
2012,T-143,63rd/Ashland,Beginning Balance,1574590
2012,T-143,63rd/Ashland,Ending Balance,2877483
2012,T-098,63rd/Pulaski,Beginning Balance,6462595
2012,T-098,63rd/Pulaski,Ending Balance,6358600
2012,T-124,67th/Cicero,Beginning Balance,686832
2012,T-124,67th/Cicero,Ending Balance,453209
2012,T-138,69th/Ashland,Beginning Balance,1079091
2012,T-138,69th/Ashland,Ending Balance,1290446
2012,T-060,71st/Stony Island,Beginning Balance,15894934
2012,T-060,71st/Stony Island,Ending Balance,17092996
2012,T-006,72nd and Cicero,Beginning Balance,2664646
2012,T-006,72nd and Cicero,Ending Balance,2456771
2012,T-007,73rd and Kedzie,Beginning Balance,425619
2012,T-007,73rd and Kedzie,Ending Balance,279176
2012,T-145,73rd/University,Beginning Balance,2506159
2012,T-145,73rd/University,Ending Balance,2796027
2012,T-056,79th Street Corridor,Beginning Balance,5804403
2012,T-056,79th Street Corridor,Ending Balance,5550913
2012,T-112,79th Street/Southwest Highway,Beginning Balance,5398764
2012,T-112,79th Street/Southwest Highway,Ending Balance,6321196
2012,T-140,79th/Cicero,Beginning Balance,586164
2012,T-140,79th/Cicero,Ending Balance,722537
2012,T-155,79th/Vincennes,Beginning Balance,1865644
2012,T-155,79th/Vincennes,Ending Balance,2194305
2012,T-133,83rd/Stewart,Beginning Balance,1364145
2012,T-133,83rd/Stewart,Ending Balance,151730
2012,T-127,87th/Cottage Grove,Beginning Balance,6862887
2012,T-127,87th/Cottage Grove,Ending Balance,6614822
2012,T-049,89th and State,Beginning Balance,88063
2012,T-049,89th and State,Ending Balance,437197
2012,T-009,95th and Western,Beginning Balance,4798936
2012,T-009,95th and Western,Ending Balance,3474848
2012,T-008,95th Street and Stony Island,Beginning Balance,2068462
2012,T-008,95th Street and Stony Island,Ending Balance,2275732
2012,T-011,Addison Corridor North,Beginning Balance,8692808
2012,T-011,Addison Corridor North,Ending Balance,9191886
2012,T-150,Addison South,Beginning Balance,8132601
2012,T-150,Addison South,Ending Balance,10182147
2012,T-067,Archer Courts,Beginning Balance,1624962
2012,T-067,Archer Courts,Ending Balance,1591681
2012,T-099,Archer/Central,Beginning Balance,2893656
2012,T-099,Archer/Central,Ending Balance,3334113
2012,T-163,Archer/Western,Beginning Balance,964086
2012,T-163,Archer/Western,Ending Balance,862109
2012,T-151,Armitage/Pulaski,Beginning Balance,1073423
2012,T-151,Armitage/Pulaski,Ending Balance,1240597
2012,T-156,Austin Commercial,Beginning Balance,4386206
2012,T-156,Austin Commercial,Ending Balance,4485161
2012,T-123,Avalon Park/South Shore,Beginning Balance,3041451
2012,T-123,Avalon Park/South Shore,Ending Balance,2953460
2012,T-167,Avondale,Beginning Balance,1402047
2012,T-167,Avondale,Ending Balance,1221095
2012,T-081,Belmont/Central,Beginning Balance,12501597
2012,T-081,Belmont/Central,Ending Balance,11304759
2012,T-082,Belmont/Cicero,Beginning Balance,3410808
2012,T-082,Belmont/Cicero,Ending Balance,4024612
2012,T-061,Bronzeville,Beginning Balance,16703371
2012,T-061,Bronzeville,Ending Balance,14951517
2012,T-013,Bryn Mawr/Broadway,Beginning Balance,10057845
2012,T-013,Bryn Mawr/Broadway,Ending Balance,10587288
2012,T-059,Calumet Avenue/Cermak Road,Beginning Balance,8756646
2012,T-059,Calumet Avenue/Cermak Road,Ending Balance,17640943
2012,T-168,Calumet River,Beginning Balance,0
2012,T-168,Calumet River,Ending Balance,0
2012,T-063,Canal/Congress,Beginning Balance,42206155
2012,T-063,Canal/Congress,Ending Balance,49237938
2012,T-086,Central West,Beginning Balance,63312034
2012,T-086,Central West,Ending Balance,56159644
2012,T-170,Chicago Lakeside Development Ph.1,Beginning Balance,0
2012,T-170,Chicago Lakeside Development Ph.1,Ending Balance,0
2012,T-115,Chicago/Central Park,Beginning Balance,68107901
2012,T-115,Chicago/Central Park,Ending Balance,68110028
2012,T-094,Chicago/Kingsbury,Beginning Balance,24781652
2012,T-094,Chicago/Kingsbury,Ending Balance,35641495
2012,T-096,Cicero/Archer,Beginning Balance,6522989
2012,T-096,Cicero/Archer,Ending Balance,6925878
2012,T-074,Clark Street and Ridge Avenue,Beginning Balance,9959343
2012,T-074,Clark Street and Ridge Avenue,Ending Balance,8872079
2012,T-070,Clark/Montrose,Beginning Balance,9820752
2012,T-070,Clark/Montrose,Ending Balance,9549388
2012,T-128,Commercial Avenue,Beginning Balance,10506800
2012,T-128,Commercial Avenue,Ending Balance,10413847
2012,T-134,Devon/Sheridan,Beginning Balance,2270271
2012,T-134,Devon/Sheridan,Ending Balance,1254578
2012,T-076,Devon/Western,Beginning Balance,8336882
2012,T-076,Devon/Western,Ending Balance,7967156
2012,T-129,Diversey/Narragansett,Beginning Balance,2200961
2012,T-129,Diversey/Narragansett,Ending Balance,2213477
2012,T-107,Division/Homan,Beginning Balance,6799115
2012,T-107,Division/Homan,Ending Balance,7451105
2012,T-018,Division/North Branch,Beginning Balance,487687
2012,T-018,Division/North Branch,Ending Balance,682904
2012,T-017,Division-Hooker,Beginning Balance,1898310
2012,T-017,Division-Hooker,Ending Balance,1771293
2012,T-122,Drexel Boulevard,Beginning Balance,353760
2012,T-122,Drexel Boulevard,Ending Balance,183635
2012,T-019,Eastman/North Branch,Beginning Balance,1712265
2012,T-019,Eastman/North Branch,Ending Balance,1588233
2012,T-130,Edgewater/Ashland,Beginning Balance,1771772
2012,T-130,Edgewater/Ashland,Ending Balance,1675111
2012,T-153,Elston/Armstrong Industrial Corridor,Beginning Balance,1676641
2012,T-153,Elston/Armstrong Industrial Corridor,Ending Balance,1522099
2012,T-021,Englewood Mall,Beginning Balance,5064555
2012,T-021,Englewood Mall,Ending Balance,4817041
2012,T-106,Englewood Neighborhood,Beginning Balance,24047684
2012,T-106,Englewood Neighborhood,Ending Balance,24159463
2012,T-169,Ewing Avenue,Beginning Balance,894933
2012,T-169,Ewing Avenue,Ending Balance,722080
2012,T-002,"Forty-first Street and Dr. Martin Luther King, Jr. Drive",Beginning Balance,876942
2012,T-002,"Forty-first Street and Dr. Martin Luther King, Jr. Drive",Ending Balance,906489
2012,T-087,Fullerton/Milwaukee,Beginning Balance,23415183
2012,T-087,Fullerton/Milwaukee,Ending Balance,23134413
2012,T-071,Galewood/Armitage Industrial,Beginning Balance,21745998
2012,T-071,Galewood/Armitage Industrial,Ending Balance,23481280
2012,T-023,Goose Island,Beginning Balance,11515794
2012,T-023,Goose Island,Ending Balance,12891725
2012,T-066,Greater Southwest Industrial Corridor (East),Beginning Balance,2671427
2012,T-066,Greater Southwest Industrial Corridor (East),Ending Balance,2870599
2012,T-092,Greater Southwest Industrial Corridor (West),Beginning Balance,9465117
2012,T-092,Greater Southwest Industrial Corridor (West),Ending Balance,9000524
2012,T-148,Harlem Industrial Park Conservation Area,Beginning Balance,731437
2012,T-148,Harlem Industrial Park Conservation Area,Ending Balance,671264
2012,T-144,Harrison/Central,Beginning Balance,1783795
2012,T-144,Harrison/Central,Ending Balance,1482249
2012,T-157,Hollywood/Sheridan,Beginning Balance,2235961
2012,T-157,Hollywood/Sheridan,Ending Balance,1425704
2012,T-025,Homan/Grand Trunk,Beginning Balance,2790976
2012,T-025,Homan/Grand Trunk,Ending Balance,2547077
2012,T-024,Homan-Arthington,Beginning Balance,4868532
2012,T-024,Homan-Arthington,Ending Balance,5158883
2012,T-026,Howard-Paulina,Beginning Balance,4787082
2012,T-026,Howard-Paulina,Ending Balance,2412586
2012,T-108,Humboldt Park Commercial,Beginning Balance,11237614
2012,T-108,Humboldt Park Commercial,Ending Balance,6777370
2012,T-165,Irving Park/Elston,Beginning Balance,823676
2012,T-165,Irving Park/Elston,Ending Balance,786837
2012,T-027,Irving/Cicero,Beginning Balance,1137713
2012,T-027,Irving/Cicero,Ending Balance,720812
2012,T-057,Jefferson Park Business District,Beginning Balance,4562681
2012,T-057,Jefferson Park Business District,Ending Balance,4443966
2012,T-101,Jefferson/Roosevelt,Beginning Balance,11716983
2012,T-101,Jefferson/Roosevelt,Ending Balance,15535928
2012,T-160,Kennedy/Kimball,Beginning Balance,749620
2012,T-160,Kennedy/Kimball,Ending Balance,721537
2012,T-052,Kinzie Industrial Corridor,Beginning Balance,46623992
2012,T-052,Kinzie Industrial Corridor,Ending Balance,48824818
2012,T-162,Kostner Avenue,Beginning Balance,2140
2012,T-162,Kostner Avenue,Ending Balance,2140
2012,T-103,Lake Calumet Area Industrial,Beginning Balance,14940000
2012,T-103,Lake Calumet Area Industrial,Ending Balance,14638952
2012,T-119,Lakefront,Beginning Balance,718774
2012,T-119,Lakefront,Ending Balance,378983
2012,T-137,Lakeside/Clarendon,Beginning Balance,551685
2012,T-137,Lakeside/Clarendon,Ending Balance,498779
2012,T-147,LaSalle Central,Beginning Balance,32578230
2012,T-147,LaSalle Central,Ending Balance,18783305
2012,T-109,Lawrence/Broadway,Beginning Balance,10960069
2012,T-109,Lawrence/Broadway,Ending Balance,13169640
2012,T-088,Lawrence/Kedzie,Beginning Balance,22815080
2012,T-088,Lawrence/Kedzie,Ending Balance,20096429
2012,T-116,Lawrence/Pulaski,Beginning Balance,9458413
2012,T-116,Lawrence/Pulaski,Ending Balance,9007491
2012,T-077,Lincoln Avenue,Beginning Balance,9719658
2012,T-077,Lincoln Avenue,Ending Balance,10404107
2012,T-028,Lincoln-Belmont-Ashland,Beginning Balance,1657506
2012,T-028,Lincoln-Belmont-Ashland,Ending Balance,1620286
2012,T-164,Little Village East,Beginning Balance,356898
2012,T-164,Little Village East,Ending Balance,460644
2012,T-152,Little Village Industrial Corridor,Beginning Balance,1803990
2012,T-152,Little Village Industrial Corridor,Ending Balance,1551257
